"year","treatment","plant.height","grain.yield","grain.weight","genetic_group"
2012,"rainfed",245,10.036,237,"Other"
2012,"rainfed",250,9.787,279,"Iodent"
2012,"rainfed",260,11.472,208,"Lancaster"
2012,"rainfed",270,12.141,241,"Iodent"
2012,"rainfed",260,12.198,194,"Stiff_Stalk"
2012,"rainfed",275,8.19,221,"Other"
2012,"rainfed",255,12.051,248,"Iodent"
2012,"rainfed",255,11.344,210,"Lancaster"
2012,"rainfed",260,11.647,192,"Lancaster"
2012,"rainfed",245,9.09,252,"Other"
2012,"rainfed",245,8.821,216,"Other"
2012,"rainfed",250,10.21,229,"Iodent"
2012,"rainfed",265,10.497,216,"Lancaster"
2012,"rainfed",250,7.296,205,"Other"
2012,"rainfed",255,12.776,221,"Other"
2012,"rainfed",230,10.485,224,"Lancaster"
2012,"rainfed",235,8.111,200,"Other"
2012,"rainfed",235,10.212,280,"Other"
2012,"rainfed",235,8.231,232,"Other"
2012,"rainfed",235,11.089,244,"Lancaster"
2012,"rainfed",260,9.385,221,"Other"
2012,"rainfed",240,9.768,240,"Other"
2012,"rainfed",245,10.523,245,"Other"
2012,"rainfed",240,11.583,219,"Stiff_Stalk"
2012,"rainfed",265,13.384,251,"Stiff_Stalk"
2012,"rainfed",240,10.402,211,"Lancaster"
2012,"rainfed",245,9.029,245,"Iodent"
2012,"rainfed",270,12.74,226,"Other"
2012,"rainfed",240,10.35,235,"Lancaster"
2012,"rainfed",260,12.865,256,"Iodent"
2012,"rainfed",235,8.595,191,"Other"
2012,"rainfed",240,11.45,217,"Lancaster"
2012,"rainfed",245,9.559,219,"Stiff_Stalk"
2012,"rainfed",260,8.976,204,"Lancaster"
2012,"rainfed",260,11.214,175,"Other"
2012,"rainfed",230,9.224,246,"Lancaster"
2012,"rainfed",250,9.49,271,"Iodent"
2012,"rainfed",240,9.915,209,"Other"
2012,"rainfed",245,10.569,282,"Lancaster"
2012,"rainfed",245,10.736,243,"Stiff_Stalk"
2012,"rainfed",250,11.256,266,"Iodent"
2012,"rainfed",235,11.085,282,"Iodent"
2012,"rainfed",265,11.281,276,"Iodent"
2012,"rainfed",255,12.139,244,"Other"
2012,"rainfed",240,11.685,249,"Stiff_Stalk"
2012,"rainfed",245,9.721,250,"Stiff_Stalk"
2012,"rainfed",255,12.773,255,"Stiff_Stalk"
2012,"rainfed",270,10.615,225,"Other"
2012,"rainfed",255,9.692,243,"Other"
2012,"rainfed",245,10.396,273,"Stiff_Stalk"
2012,"rainfed",235,11.545,237,"Iodent"
2012,"rainfed",240,10.282,281,"Iodent"
2012,"rainfed",255,11.793,222,"Lancaster"
2012,"rainfed",255,11.102,251,"Iodent"
2012,"rainfed",250,8.702,219,"Other"
2012,"rainfed",250,11.256,276,"Iodent"
2012,"rainfed",265,12.426,236,"Stiff_Stalk"
2012,"rainfed",250,10.796,251,"Lancaster"
2012,"rainfed",250,12.985,255,"Stiff_Stalk"
2012,"rainfed",245,10.821,259,"Lancaster"
2012,"rainfed",240,10.889,259,"Lancaster"
2012,"rainfed",255,10.327,247,"Other"
2012,"rainfed",255,12.395,260,"Lancaster"
2012,"rainfed",255,11.163,226,"Lancaster"
2012,"rainfed",255,10.824,228,"Lancaster"
2012,"rainfed",245,9.191,236,"Other"
2012,"rainfed",240,9.943,230,"Other"
2012,"rainfed",235,9.717,195,"Other"
2012,"rainfed",240,10.202,267,"Stiff_Stalk"
2012,"rainfed",250,9.826,273,"Lancaster"
2012,"rainfed",265,12.655,238,"Stiff_Stalk"
2012,"rainfed",245,10.948,258,"Iodent"
2012,"rainfed",275,12.348,220,"Other"
2012,"rainfed",235,9.293,227,"Lancaster"
2012,"rainfed",240,11.398,230,"Stiff_Stalk"
2012,"rainfed",240,9.236,257,"Lancaster"
2012,"rainfed",250,11.895,274,"Other"
2012,"rainfed",260,10.905,250,"Other"
2012,"rainfed",235,9.188,219,"Stiff_Stalk"
2012,"rainfed",270,12.864,234,"Stiff_Stalk"
2012,"rainfed",240,8.389,255,"Other"
2012,"rainfed",240,10.059,222,"Other"
2012,"rainfed",240,9.538,259,"Other"
2012,"rainfed",235,7.126,265,"Lancaster"
2012,"rainfed",260,9.888,214,"Other"
2012,"rainfed",255,11.694,237,"Iodent"
2012,"rainfed",260,9.641,255,"Iodent"
2012,"rainfed",240,10.796,229,"Other"
2012,"rainfed",250,8.577,204,"Other"
2012,"rainfed",250,8.988,211,"Lancaster"
2012,"rainfed",250,11.641,291,"Iodent"
2012,"rainfed",240,10.702,230,"Stiff_Stalk"
2012,"rainfed",250,10.102,223,"Other"
2012,"rainfed",245,11.763,242,"Stiff_Stalk"
2012,"rainfed",240,7.628,239,"Other"
2012,"rainfed",250,9.391,219,"Other"
2012,"rainfed",260,12.618,256,"Lancaster"
2012,"rainfed",255,10.032,284,"Stiff_Stalk"
2012,"rainfed",265,9.648,250,"Stiff_Stalk"
2012,"rainfed",245,11.796,222,"Iodent"
2012,"rainfed",245,9.2,243,"Lancaster"
2012,"rainfed",275,7.681,210,"Other"
2012,"rainfed",245,9.244,251,"Iodent"
2012,"rainfed",260,10.936,209,"Other"
2012,"rainfed",245,10.801,251,"Iodent"
2012,"rainfed",260,9.78,256,"Other"
2012,"rainfed",250,9.721,255,"Other"
2012,"rainfed",250,11.064,273,"Iodent"
2012,"rainfed",250,13.902,238,"Iodent"
2012,"rainfed",215,9.598,228,"Lancaster"
2012,"rainfed",250,7.024,250,"Other"
2012,"rainfed",265,11.7,219,"Other"
2012,"rainfed",260,10.637,232,"Other"
2012,"rainfed",245,10.191,261,"Iodent"
2012,"rainfed",255,11.596,188,"Other"
2012,"rainfed",255,9.19,218,"Other"
2012,"rainfed",260,11.832,235,"Other"
2012,"rainfed",260,12.303,231,"Stiff_Stalk"
2012,"rainfed",250,9.92,249,"Iodent"
2012,"rainfed",265,13.829,236,"Stiff_Stalk"
2012,"rainfed",255,6.871,172,"Other"
2012,"rainfed",245,8.236,233,"Other"
2012,"rainfed",240,10.804,235,"Stiff_Stalk"
2012,"rainfed",245,11.897,261,"Stiff_Stalk"
2012,"rainfed",265,11.085,238,"Other"
2012,"rainfed",240,9.147,230,"Other"
2012,"rainfed",245,7.873,204,"Other"
2012,"rainfed",235,9.326,235,"Other"
2012,"rainfed",260,13.77,230,"Stiff_Stalk"
2012,"rainfed",240,10.669,258,"Lancaster"
2012,"rainfed",230,10.026,250,"Iodent"
2012,"rainfed",240,11.529,250,"Lancaster"
2012,"rainfed",230,11.419,212,"Lancaster"
2012,"rainfed",225,7.946,250,"Other"
2012,"rainfed",240,10.858,271,"Lancaster"
2012,"rainfed",235,9.874,238,"Stiff_Stalk"
2012,"rainfed",240,11.262,234,"Lancaster"
2012,"rainfed",260,7.979,256,"Other"
2012,"rainfed",265,11.395,240,"Lancaster"
2012,"rainfed",255,10.675,206,"Lancaster"
2012,"rainfed",235,12.213,228,"Lancaster"
2012,"rainfed",230,7.717,188,"Other"
2012,"rainfed",250,11.039,272,"Stiff_Stalk"
2012,"rainfed",260,12.617,259,"Iodent"
2012,"rainfed",265,6.927,230,"Other"
2012,"rainfed",250,11.184,264,"Iodent"
2012,"rainfed",265,7.9,251,"Other"
2012,"rainfed",240,10.998,233,"Stiff_Stalk"
2012,"rainfed",270,10.207,223,"Other"
2012,"rainfed",250,11.231,271,"Lancaster"
2012,"rainfed",250,6.541,191,"Other"
2012,"rainfed",260,12.673,244,"Stiff_Stalk"
2012,"rainfed",245,8.272,233,"Other"
2012,"rainfed",270,14.105,240,"Other"
2012,"rainfed",250,7.109,225,"Other"
2012,"rainfed",255,10.841,251,"Stiff_Stalk"
2012,"rainfed",240,10.377,248,"Iodent"
2012,"rainfed",255,12.006,217,"Lancaster"
2012,"rainfed",250,11.999,242,"Lancaster"
2012,"rainfed",225,9.531,265,"Other"
2012,"rainfed",265,12.182,239,"Iodent"
2012,"rainfed",245,10.313,238,"Stiff_Stalk"
2012,"rainfed",230,9.938,239,"Iodent"
2012,"rainfed",240,10.2,274,"Iodent"
2012,"rainfed",250,10.347,229,"Stiff_Stalk"
2012,"rainfed",255,7.667,236,"Other"
2012,"rainfed",245,11.31,253,"Other"
2012,"rainfed",235,9.801,241,"Iodent"
2012,"rainfed",230,10.782,210,"Stiff_Stalk"
2012,"rainfed",240,10.312,212,"Other"
2012,"rainfed",245,11.116,221,"Lancaster"
2012,"rainfed",255,11.68,239,"Lancaster"
2012,"rainfed",255,10.595,218,"Other"
2012,"rainfed",260,9.307,233,"Other"
2012,"rainfed",240,7.044,240,"Other"
2012,"rainfed",255,11.126,232,"Stiff_Stalk"
2012,"rainfed",270,11.63,266,"Lancaster"
2012,"rainfed",235,8.459,261,"Other"
2012,"rainfed",270,14.766,256,"Stiff_Stalk"
2012,"rainfed",230,9.928,269,"Iodent"
2012,"rainfed",245,10.886,267,"Other"
2012,"rainfed",235,11.503,248,"Lancaster"
2012,"rainfed",255,10.905,258,"Stiff_Stalk"
2012,"rainfed",255,9.774,232,"Other"
2012,"rainfed",240,12.24,230,"Lancaster"
2012,"rainfed",245,8.018,231,"Other"
2012,"rainfed",250,11.285,221,"Other"
2012,"rainfed",275,10.023,217,"Other"
2012,"rainfed",250,11.026,240,"Stiff_Stalk"
2012,"rainfed",240,7.844,258,"Other"
2012,"rainfed",265,13.641,243,"Stiff_Stalk"
2012,"rainfed",260,9.515,248,"Stiff_Stalk"
2012,"rainfed",255,11.184,238,"Stiff_Stalk"
2012,"rainfed",245,11.356,209,"Iodent"
2012,"rainfed",235,8.815,234,"Stiff_Stalk"
2012,"rainfed",230,10.592,221,"Iodent"
2012,"rainfed",260,10.292,217,"Other"
2012,"rainfed",245,8.683,236,"Other"
2012,"rainfed",245,12.384,250,"Iodent"
2012,"rainfed",240,10.558,289,"Stiff_Stalk"
2012,"rainfed",220,10.54,265,"Iodent"
2012,"rainfed",230,8.985,235,"Other"
2012,"rainfed",235,9.893,225,"Lancaster"
2012,"rainfed",220,9.216,275,"Iodent"
2012,"rainfed",240,9.317,249,"Stiff_Stalk"
2012,"rainfed",250,13.62,236,"Lancaster"
2012,"rainfed",260,11.357,215,"Iodent"
2012,"rainfed",235,11.221,252,"Iodent"
2012,"rainfed",250,11.34,248,"Stiff_Stalk"
2012,"rainfed",255,7.571,218,"Other"
2012,"rainfed",240,11.97,247,"Stiff_Stalk"
2012,"rainfed",265,10.3,279,"Other"
2012,"rainfed",235,9.59,204,"Other"
2012,"rainfed",265,11.854,245,"Stiff_Stalk"
2012,"rainfed",270,13.352,234,"Lancaster"
2012,"rainfed",245,10.065,255,"Iodent"
2012,"rainfed",260,12.009,193,"Stiff_Stalk"
2012,"rainfed",270,12.935,235,"Lancaster"
2012,"rainfed",260,11.673,239,"Iodent"
2012,"rainfed",245,8.039,202,"Stiff_Stalk"
2012,"rainfed",265,13.233,215,"Stiff_Stalk"
2012,"rainfed",260,10.921,240,"Other"
2012,"rainfed",245,9.936,255,"Other"
2012,"rainfed",245,9.444,243,"Lancaster"
2012,"rainfed",270,11.956,264,"Stiff_Stalk"
2012,"rainfed",265,10.64,247,"Other"
2012,"rainfed",275,10.508,231,"Other"
2012,"rainfed",260,11.566,219,"Stiff_Stalk"
2012,"rainfed",280,10.727,243,"Stiff_Stalk"
2012,"rainfed",250,12.597,228,"Stiff_Stalk"
2012,"rainfed",265,10.795,226,"Stiff_Stalk"
2012,"rainfed",235,11.513,230,"Stiff_Stalk"
2012,"rainfed",240,8.947,245,"Iodent"
2012,"rainfed",230,7.16,215,"Other"
2012,"rainfed",250,12.437,209,"Stiff_Stalk"
2012,"rainfed",250,5.938,265,"Other"
2012,"rainfed",260,10.578,246,"Other"
2012,"rainfed",250,10.582,250,"Iodent"
2012,"rainfed",250,6.704,231,"Other"
2012,"rainfed",245,13.759,241,"Stiff_Stalk"
2012,"rainfed",250,9.382,253,"Stiff_Stalk"
2012,"rainfed",255,8.631,255,"Other"
2012,"rainfed",255,10.173,217,"Other"
2012,"rainfed",250,12.773,272,"Iodent"
2012,"rainfed",255,12.418,212,"Lancaster"
2012,"rainfed",250,9.569,230,"Lancaster"
2012,"rainfed",255,10.629,244,"Other"
2012,"rainfed",235,9.433,225,"Lancaster"
2012,"rainfed",230,8.777,267,"Other"
2012,"rainfed",240,8.179,223,"Stiff_Stalk"
2012,"rainfed",250,10.978,224,"Other"
2012,"rainfed",260,7.158,227,"Other"
2012,"rainfed",250,12.748,243,"Iodent"
2012,"rainfed",260,11.788,227,"Other"
2012,"rainfed",250,10.342,269,"Other"
2012,"rainfed",240,7.862,231,"Other"
2012,"rainfed",250,9.944,258,"Lancaster"
2012,"rainfed",265,10.93,248,"Other"
2012,"rainfed",260,8.482,232,"Iodent"
2012,"rainfed",240,11.687,256,"Iodent"
2012,"rainfed",225,9.749,266,"Other"
2012,"rainfed",255,11.975,288,"Iodent"
2012,"rainfed",260,12.669,257,"Stiff_Stalk"
2012,"rainfed",225,8.941,217,"Lancaster"
2012,"rainfed",255,10.377,252,"Other"
2012,"rainfed",245,8.707,245,"Other"
2012,"rainfed",240,11.656,227,"Other"
2012,"rainfed",225,7.938,218,"Other"
2012,"rainfed",225,13.278,219,"Stiff_Stalk"
2012,"rainfed",220,6.057,219,"Other"
2012,"rainfed",235,10.853,263,"Other"
2012,"rainfed",230,9.586,270,"Iodent"
2012,"rainfed",250,11.153,268,"Other"
2012,"rainfed",265,9.266,212,"Other"
2012,"rainfed",245,9.651,254,"Lancaster"
2012,"rainfed",240,11.183,273,"Stiff_Stalk"
2012,"rainfed",270,9.423,237,"Stiff_Stalk"
2012,"rainfed",255,12.956,264,"Stiff_Stalk"
2012,"rainfed",250,10.585,242,"Other"
2012,"rainfed",230,8.189,295,"Other"
2012,"rainfed",265,11.024,240,"Stiff_Stalk"
2012,"rainfed",240,8.656,249,"Iodent"
2012,"rainfed",245,9.267,253,"Other"
2012,"rainfed",245,11.44,226,"Stiff_Stalk"
2012,"rainfed",265,10.544,262,"Other"
2012,"rainfed",245,8.041,255,"Stiff_Stalk"
2012,"rainfed",240,10.281,259,"Lancaster"
2012,"rainfed",265,12.892,236,"Stiff_Stalk"
2012,"rainfed",270,8.426,220,"Other"
2012,"rainfed",255,11.955,270,"Stiff_Stalk"
2012,"rainfed",260,9.712,242,"Iodent"
2012,"rainfed",260,9.116,237,"Stiff_Stalk"
2012,"rainfed",260,10.763,245,"Stiff_Stalk"
2012,"rainfed",255,11.566,265,"Lancaster"
2012,"rainfed",250,10.689,293,"Stiff_Stalk"
2012,"rainfed",265,11.719,242,"Lancaster"
2012,"rainfed",245,8.667,222,"Other"
2012,"rainfed",245,9.451,262,"Lancaster"
2012,"rainfed",275,13.931,245,"Stiff_Stalk"
2012,"rainfed",245,7.239,217,"Other"
2012,"rainfed",275,9.938,223,"Other"
2012,"rainfed",275,10.396,214,"Other"
2012,"rainfed",265,10.717,217,"Other"
2012,"rainfed",235,6.93,239,"Other"
2012,"rainfed",285,13.832,262,"Stiff_Stalk"
2012,"rainfed",255,8.341,243,"Other"
2012,"rainfed",240,9.306,235,"Other"
2012,"rainfed",250,7.135,219,"Other"
2012,"rainfed",245,11.809,162,"Stiff_Stalk"
2012,"rainfed",270,11.752,280,"Stiff_Stalk"
2012,"rainfed",255,12.078,244,"Stiff_Stalk"
2012,"rainfed",250,11.074,237,"Iodent"
2012,"rainfed",265,9.406,215,"Other"
2012,"rainfed",240,10.293,220,"Stiff_Stalk"
2012,"rainfed",255,9.085,241,"Lancaster"
2012,"rainfed",250,10.736,291,"Other"
2012,"rainfed",250,8.42,213,"Other"
2012,"rainfed",250,8.671,209,"Other"
2012,"rainfed",240,11.127,260,"Other"
2012,"rainfed",270,11.074,227,"Stiff_Stalk"
2012,"rainfed",250,10.059,238,"Other"
2012,"rainfed",245,10.163,293,"Stiff_Stalk"
2012,"rainfed",245,12.856,205,"Lancaster"
2012,"rainfed",245,7.481,194,"Other"
2012,"rainfed",250,12.996,275,"Stiff_Stalk"
2012,"rainfed",240,11.794,239,"Lancaster"
2012,"rainfed",235,9.313,263,"Stiff_Stalk"
2012,"rainfed",230,7.312,234,"Other"
2012,"rainfed",260,14.326,244,"Stiff_Stalk"
2012,"rainfed",240,6.947,230,"Other"
2012,"rainfed",260,13.219,244,"Stiff_Stalk"
2012,"rainfed",235,8.528,241,"Other"
2012,"rainfed",255,12.728,293,"Lancaster"
2012,"rainfed",250,8.518,250,"Other"
2012,"rainfed",230,9.768,250,"Iodent"
2012,"rainfed",265,10.212,244,"Iodent"
2012,"rainfed",255,9.339,236,"Iodent"
2012,"rainfed",250,7.093,259,"Lancaster"
2012,"rainfed",255,10.163,226,"Other"
2012,"rainfed",245,11.719,255,"Lancaster"
2012,"rainfed",250,8.587,262,"Lancaster"
2012,"rainfed",210,10.015,250,"Stiff_Stalk"
2012,"rainfed",265,10.191,244,"Other"
2012,"rainfed",245,9.067,254,"Other"
2012,"rainfed",260,9.898,279,"Iodent"
2012,"rainfed",265,12.536,239,"Stiff_Stalk"
2012,"rainfed",240,7.518,257,"Stiff_Stalk"
2012,"rainfed",260,12.471,284,"Other"
2012,"rainfed",240,8.842,261,"Iodent"
2012,"rainfed",235,10.404,261,"Iodent"
2012,"rainfed",250,11.782,237,"Stiff_Stalk"
2012,"rainfed",240,8.99,257,"Lancaster"
2012,"rainfed",260,11.82,259,"Lancaster"
2012,"rainfed",245,8.375,263,"Other"
2012,"rainfed",265,10.598,240,"Other"
2012,"rainfed",250,9.789,212,"Other"
2012,"rainfed",275,8.838,228,"Other"
2012,"rainfed",240,8.494,269,"Iodent"
2012,"rainfed",250,10.951,282,"Iodent"
2012,"rainfed",225,7.138,241,"Other"
2012,"rainfed",245,12.195,265,"Lancaster"
2012,"rainfed",270,12.169,208,"Other"
2012,"rainfed",240,8.882,263,"Iodent"
2012,"rainfed",235,7.081,221,"Other"
2012,"rainfed",250,12.383,274,"Lancaster"
2012,"rainfed",245,8.752,253,"Other"
2012,"rainfed",260,13.535,248,"Other"
2012,"rainfed",240,11.641,252,"Lancaster"
2012,"rainfed",250,10.391,261,"Iodent"
2012,"rainfed",255,10.922,222,"Lancaster"
2012,"rainfed",235,11.121,206,"Other"
2012,"rainfed",250,10.458,278,"Stiff_Stalk"
2012,"rainfed",235,8.447,245,"Lancaster"
2012,"rainfed",235,12.634,242,"Iodent"
2012,"rainfed",235,7.586,234,"Other"
2012,"rainfed",230,9.129,243,"Other"
2012,"rainfed",230,9.109,243,"Iodent"
2012,"rainfed",245,12.448,248,"Lancaster"
2012,"rainfed",240,10.774,246,"Iodent"
2012,"rainfed",255,9.372,218,"Other"
2012,"rainfed",245,9.553,273,"Lancaster"
2012,"rainfed",235,9.289,234,"Other"
2012,"rainfed",245,9.454,255,"Stiff_Stalk"
2012,"rainfed",250,10.703,241,"Stiff_Stalk"
2012,"rainfed",250,7.657,294,"Stiff_Stalk"
2012,"rainfed",240,10.201,242,"Other"
2012,"rainfed",250,11.654,246,"Stiff_Stalk"
2012,"rainfed",225,7.186,241,"Other"
2012,"rainfed",240,8.604,232,"Other"
2012,"rainfed",260,11.303,232,"Lancaster"
2012,"rainfed",230,10.658,265,"Lancaster"
2012,"rainfed",230,9.453,258,"Stiff_Stalk"
2012,"rainfed",260,8.589,236,"Stiff_Stalk"
2012,"rainfed",240,10.184,279,"Iodent"
2012,"rainfed",250,12.816,227,"Stiff_Stalk"
2012,"rainfed",245,8.871,267,"Iodent"
2012,"rainfed",245,10.26,257,"Stiff_Stalk"
2012,"rainfed",250,10.561,256,"Lancaster"
2012,"rainfed",250,9.171,230,"Other"
2012,"rainfed",235,8.282,241,"Other"
2012,"rainfed",240,6.755,226,"Other"
2012,"rainfed",245,11.929,235,"Lancaster"
2012,"rainfed",255,11.839,208,"Lancaster"
2012,"rainfed",220,9.163,252,"Iodent"
2012,"rainfed",235,9.057,197,"Other"
2012,"rainfed",265,11.721,256,"Stiff_Stalk"
2012,"rainfed",240,10.659,225,"Lancaster"
2012,"rainfed",235,11.152,256,"Stiff_Stalk"
2012,"rainfed",235,12.919,268,"Stiff_Stalk"
2012,"rainfed",240,8.299,265,"Other"
2012,"rainfed",235,9.869,230,"Lancaster"
2012,"rainfed",245,9.982,278,"Stiff_Stalk"
2012,"rainfed",220,8.387,269,"Other"
2012,"rainfed",245,8.159,265,"Other"
2012,"rainfed",260,6.005,227,"Other"
2012,"rainfed",255,4.178,249,"Other"
2012,"rainfed",265,12.38,225,"Lancaster"
2012,"rainfed",225,9.104,284,"Other"
2012,"rainfed",250,9.584,250,"Iodent"
2012,"rainfed",240,11.85,264,"Iodent"
2012,"rainfed",230,8.682,285,"Iodent"
2012,"rainfed",240,7.812,228,"Other"
2012,"rainfed",235,9.907,241,"Other"
2012,"rainfed",250,10.196,261,"Other"
2012,"rainfed",255,11.489,275,"Iodent"
2012,"rainfed",265,10.518,278,"Iodent"
2012,"rainfed",250,11.625,261,"Lancaster"
2012,"rainfed",255,11.198,260,"Lancaster"
2012,"rainfed",275,8.209,260,"Other"
2012,"rainfed",255,8.876,238,"Other"
2012,"rainfed",225,8.493,240,"Other"
2012,"rainfed",250,12.181,235,"Stiff_Stalk"
2012,"rainfed",230,7.686,260,"Other"
2012,"rainfed",250,12.237,246,"Other"
2012,"rainfed",245,12.303,254,"Iodent"
2012,"rainfed",250,11.15,215,"Other"
2012,"rainfed",245,10.275,250,"Lancaster"
2012,"rainfed",245,10.813,245,"Other"
2012,"rainfed",250,9.703,262,"Stiff_Stalk"
2012,"rainfed",225,8.12,248,"Lancaster"
2012,"rainfed",250,13.841,239,"Stiff_Stalk"
2012,"rainfed",245,8.792,229,"Lancaster"
2012,"rainfed",250,9.668,253,"Other"
2012,"rainfed",240,10.629,255,"Other"
2012,"rainfed",240,8.489,263,"Stiff_Stalk"
2012,"rainfed",245,10.642,265,"Iodent"
2012,"rainfed",270,10.759,236,"Lancaster"
2012,"rainfed",270,8.092,215,"Other"
2012,"rainfed",245,10.718,272,"Stiff_Stalk"
2012,"rainfed",255,11.106,253,"Stiff_Stalk"
2012,"rainfed",230,9.352,228,"Stiff_Stalk"
2012,"rainfed",250,9.131,226,"Other"
2012,"rainfed",230,9.987,219,"Lancaster"
2012,"rainfed",245,11.34,260,"Lancaster"
2012,"rainfed",250,8.618,198,"Other"
2012,"rainfed",240,10.439,251,"Other"
2012,"rainfed",250,8.361,266,"Iodent"
2012,"rainfed",235,9.961,247,"Other"
2012,"rainfed",250,9.768,211,"Other"
2012,"rainfed",235,8.313,214,"Other"
2012,"rainfed",245,9.979,253,"Other"
2012,"rainfed",240,7.139,242,"Other"
2012,"rainfed",235,9.99,261,"Lancaster"
2012,"rainfed",250,9.686,229,"Lancaster"
2012,"rainfed",260,12.198,245,"Stiff_Stalk"
2012,"rainfed",260,7.576,230,"Other"
2012,"rainfed",245,9.377,267,"Other"
2012,"rainfed",250,8.616,206,"Other"
2012,"rainfed",245,11.721,248,"Iodent"
2012,"rainfed",235,10.149,215,"Other"
2012,"rainfed",230,11.987,236,"Lancaster"
2012,"rainfed",235,8.081,225,"Other"
2012,"rainfed",240,11.763,250,"Stiff_Stalk"
2012,"rainfed",245,10.492,256,"Lancaster"
2012,"rainfed",265,11.078,226,"Other"
2012,"rainfed",220,8.764,285,"Other"
2012,"rainfed",250,10.935,229,"Lancaster"
2012,"rainfed",260,8.6,245,"Other"
2012,"rainfed",245,11.657,181,"Other"
2012,"rainfed",225,10.006,246,"Iodent"
2012,"rainfed",260,10.986,249,"Stiff_Stalk"
2012,"rainfed",245,9.651,224,"Stiff_Stalk"
2012,"rainfed",270,11.707,252,"Stiff_Stalk"
2012,"rainfed",255,10.349,266,"Stiff_Stalk"
2012,"rainfed",260,10.81,274,"Stiff_Stalk"
2012,"rainfed",220,5.113,195,"Stiff_Stalk"
2012,"rainfed",250,11.107,249,"Stiff_Stalk"
2012,"rainfed",255,9.788,211,"Lancaster"
2012,"rainfed",240,10.979,242,"Iodent"
2012,"rainfed",240,9.276,243,"Iodent"
2012,"rainfed",240,9.892,274,"Lancaster"
2012,"rainfed",235,10.782,188,"Other"
2012,"rainfed",235,8.564,235,"Lancaster"
2012,"rainfed",245,8.947,221,"Other"
2012,"rainfed",240,11.934,270,"Iodent"
2012,"rainfed",230,10.698,252,"Other"
2012,"rainfed",235,10.606,250,"Other"
2012,"rainfed",230,10.475,249,"Other"
2012,"rainfed",245,10.237,262,"Iodent"
2012,"rainfed",240,11.294,235,"Stiff_Stalk"
2012,"rainfed",260,6.569,197,"Other"
2012,"rainfed",245,9.401,248,"Other"
2012,"rainfed",245,9.738,250,"Other"
2012,"rainfed",240,10.888,262,"Other"
2012,"rainfed",245,10.718,227,"Other"
2012,"rainfed",245,10.578,257,"Iodent"
2012,"rainfed",230,8.575,229,"Other"
2012,"rainfed",250,8.395,238,"Other"
2012,"rainfed",230,10.778,236,"Lancaster"
2012,"rainfed",260,8.772,259,"Iodent"
2012,"rainfed",250,12.048,231,"Stiff_Stalk"
2012,"rainfed",230,11.723,217,"Stiff_Stalk"
2012,"rainfed",250,10.983,253,"Iodent"
2012,"rainfed",260,9.234,221,"Other"
2012,"rainfed",245,7.768,201,"Other"
2012,"rainfed",255,4.98,205,"Other"
2012,"rainfed",250,7.943,222,"Stiff_Stalk"
2012,"rainfed",265,6.711,249,"Other"
2012,"rainfed",270,11.661,244,"Stiff_Stalk"
2012,"rainfed",245,8.965,232,"Stiff_Stalk"
2012,"rainfed",255,11.115,236,"Other"
2012,"rainfed",265,11.247,242,"Lancaster"
2012,"rainfed",245,9.908,241,"Other"
2012,"rainfed",250,10.191,251,"Lancaster"
2012,"rainfed",230,9.621,239,"Iodent"
2012,"rainfed",245,7.948,237,"Other"
2012,"rainfed",265,12.752,278,"Iodent"
2012,"rainfed",255,10.951,224,"Stiff_Stalk"
2012,"rainfed",240,8.788,224,"Other"
2012,"rainfed",235,10.966,224,"Stiff_Stalk"
2012,"rainfed",260,10.797,229,"Lancaster"
2012,"rainfed",230,10.975,258,"Iodent"
2012,"rainfed",220,8.696,200,"Other"
2012,"rainfed",225,11.073,247,"Iodent"
2012,"rainfed",250,11.371,260,"Stiff_Stalk"
2012,"rainfed",270,8.833,259,"Other"
2013,"rainfed",280,12.649,236,"Lancaster"
2013,"rainfed",285,12.011,273,"Iodent"
2013,"rainfed",260,6.502,249,"Other"
2013,"rainfed",275,7.919,233,"Other"
2013,"rainfed",275,10.435,218,"Other"
2013,"rainfed",235,9.741,289,"Iodent"
2013,"rainfed",245,7.828,238,"Other"
2013,"rainfed",250,9.055,257,"Iodent"
2013,"rainfed",270,9.322,238,"Other"
2013,"rainfed",265,8.453,284,"Iodent"
2013,"rainfed",255,10.187,241,"Other"
2013,"rainfed",255,10.002,256,"Stiff_Stalk"
2013,"rainfed",245,10.885,288,"Lancaster"
2013,"rainfed",270,8.764,263,"Iodent"
2013,"rainfed",270,7.335,227,"Other"
2013,"rainfed",265,11.047,263,"Iodent"
2013,"rainfed",290,10.23,262,"Lancaster"
2013,"rainfed",240,8.835,232,"Other"
2013,"rainfed",255,8.532,259,"Other"
2013,"rainfed",250,9.558,252,"Lancaster"
2013,"rainfed",250,8.424,285,"Stiff_Stalk"
2013,"rainfed",255,9.884,284,"Lancaster"
2013,"rainfed",240,8.926,267,"Stiff_Stalk"
2013,"rainfed",250,8.68,254,"Stiff_Stalk"
2013,"rainfed",270,11.443,267,"Iodent"
2013,"rainfed",290,11.687,253,"Other"
2013,"rainfed",260,9.9,256,"Lancaster"
2013,"rainfed",265,9.583,262,"Iodent"
2013,"rainfed",275,11.678,267,"Stiff_Stalk"
2013,"rainfed",260,6.591,255,"Other"
2013,"rainfed",280,8.856,237,"Stiff_Stalk"
2013,"rainfed",260,10.54,250,"Lancaster"
